"YEAR","MONTH","SUPPLIER","ITEM CODE","ITEM DESCRIPTION","ITEM TYPE","RETAIL SALES","RETAIL TRANSFERS","WAREHOUSE SALES"
"2019","6","AMERICAN BEVERAGE CORPORATION","166412","DAILY'S COCKTAIL STRAWBERRY DAIQUIRI - 10 OZ","BEER","0.00","0.00","4.00"
"2019","6","AMERICAN BEVERAGE CORPORATION","166387","DAILY'S COCKTAIL MARGARITA - 10 OZ","BEER","10.45","11.00","4.00"
"2019","6","AMERICAN BEVERAGE CORPORATION","166386","DAILY'S COCKTAIL FROSE -10 OZ","BEER","7.43","11.00","2.00"
"2019","6","AMERICAN BEVERAGE CORPORATION","83228","DAILYS ISLAND BREEZE - 10OZ","BEER","2.23","5.00","6.00"
"2019","6","AMERICAN BEVERAGE CORPORATION","85827","DAILYS PINA COLADA - 10.0Z","BEER","2.81","0.00","0.00"
"2019","6","AMERICAN BEVERAGE CORPORATION","80050","DAILYS PEACH ON THE BEACH POUCH - 10OZ","BEER","10.72","10.00","5.00"
"2019","6","AMERICAN BEVERAGE CORPORATION","71810","DAILYS COCKTAIL STRAW/DAIQUIRE - NA - 1L","NON-ALCOHOL","7.52","0.00","0.00"
"2019","6","AMERICAN BEVERAGE CORPORATION","71799","DAILYS COCKTAIL SWEET & SOUR - NA - 1L","NON-ALCOHOL","1.22","1.00","0.00"
"2019","6","AMERICAN BEVERAGE CORPORATION","82329","DAILYS MAUI WOWIE - 10.OZ","BEER","2.20","4.00","5.00"
"2019","6","AMERICAN BEVERAGE CORPORATION","85173","DAILYS BLUE HAWAIIAN - 10.0Z","BEER","1.18","0.00","0.00"
"2019","6","AMERICAN BEVERAGE CORPORATION","166520","DAILY'S COCKTAIL PINA COLADA - 10 OZ","BEER","2.63","6.00","3.00"
"2019","6","AMERICAN BEVERAGE CORPORATION","85183","DAILYS HURRICANE - 10.0Z","BEER","1.04","1.00","7.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","70756","FINEST CALL SWEET & SOUR - 1L","NON-ALCOHOL","23.67","21.00","9.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","70198","MASTER OF MIXES MARGARITA LITE - 1.75L","NON-ALCOHOL","15.38","19.00","0.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","70047","FINEST CALL PINA COLADA - 1L","NON-ALCOHOL","11.67","14.00","7.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","70924","MASTER OF MIXES COCKTAIL ESS LIME JUICE - 375ML","NON-ALCOHOL","46.51","50.00","4.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","70717","MASTER OF MIXES PINA COLADA - 1.75L","NON-ALCOHOL","16.04","16.00","2.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","70709","MASTER OF MIXES BLOODY MARY - 1.75L","NON-ALCOHOL","9.47","6.00","1.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","70647","FINEST CALL STRAWBERRY PUREE - 1L","NON-ALCOHOL","10.31","5.00","5.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","70665","MASTER OF MIXES COCKTAIL ESS GRENADINE - 375ML","NON-ALCOHOL","34.61","36.00","3.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","70691","MASTER OF MIXES STR/DAQ/MAR - 1.75L","NON-ALCOHOL","12.55","14.00","4.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","70701","MASTER OF MIXES MARGARITA - 1.75L","NON-ALCOHOL","49.23","53.00","7.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","87994","FINEST CALL MANGO PUREE - 1L","NON-ALCOHOL","11.88","15.00","3.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","74134","MASTER OF MIXES SWEET/SOUR - 1.75L","NON-ALCOHOL","26.66","21.00","4.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","70069","FINEST CALL MARGARITA - 1L","NON-ALCOHOL","22.55","23.00","8.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","70901","FINEST CALL BLOODY MARY - 1L","NON-ALCOHOL","6.85","7.00","1.00"
"2019","6","AMERICAN BEVERAGE MARKETERS","70736","MASTER OF MIXES COSMO - 1L","NON-ALCOHOL","0.73","0.00","0.00"
"2019","6","AMERICAN FIDELITY TRADING","45412","CLOS ST THOMAS LES GOURMENTS BLC - 750ML","WINE","0.00","0.00","1.00"
"2019","6","AMERICAN FIDELITY TRADING","346049","CLOS ST THOMAS OBEIDY - 750ML","WINE","0.00","0.00","1.00"
"2019","6","AMERICAN FIDELITY TRADING","388963","KSARA SUNSET ROSE - 750ML","WINE","1.55","1.00","0.00"
"2019","6","AMERICAN FIDELITY TRADING","101117","KSARA CAB - 750ML","WINE","0.24","0.00","1.00"
"2019","6","AMERICAN FIDELITY TRADING","163589","KSARA RES DU COUVENT RED - 750ML","WINE","0.00","0.00","2.00"
"2019","6","AMERICAN FIDELITY TRADING","163740","KSARA BDB - 750ML","WINE","0.00","0.00","3.00"
"2019","6","AMERICAN FIDELITY TRADING","379816","KSARA PRIURE RED - 750ML","WINE","0.00","0.00","1.00"
"2019","6","AMERICAN FIDELITY TRADING","324680","KSARA CUV DU PRINTEMPS - 750ML","WINE","0.49","0.00","0.00"
"2019","6","AMERICAN FIDELITY TRADING","331528","CLOS ST THOMAS P/NOIR - 750ML","WINE","0.00","0.00","1.00"
"2019","6","AMERICAN FIDELITY TRADING","45898","ARAK LE BRUN - 750ML","LIQUOR","3.63","1.00","0.00"
"2019","6","AMERICAN FIDELITY TRADING","390968","CLOS ST THOMAS LES GOURMETS RED - 750ML","WINE","0.00","0.00","1.00"
"2019","6","AMERICAN FIDELITY TRADING","324647","CLOS ST THOMAS CH RED - 750ML","WINE","0.00","0.00","2.00"
"2019","6","AMERICAN FIDELITY TRADING","324566","ARAK KSARAK - 750ML","LIQUOR","0.00","0.00","1.00"
"2019","6","ANHEUSER BUSCH INC","51031","VIRTUE MICHIGAN APPLE CIDER 4/6PK 12OZ CAN","BEER","0.00","0.00","16.00"
"2019","6","ANHEUSER BUSCH INC","23511","SHOCK TOP BELGIUM WHITE 2/12-NR - 12OZ","BEER","0.00","2.00","83.00"
"2019","6","ANHEUSER BUSCH INC","28758","KONA BIG WAVE GOLDEN ALE 1/2 KEG","KEGS","0.00","0.00","24.00"
"2019","6","ANHEUSER BUSCH INC","205","EMPTY 1/6 KEG (30.00)","DUNNAGE","0.00","0.00","(959.00)"
"2019","6","ANHEUSER BUSCH INC","51021","DEVILS BACKBONE GOLD LEAF LAGER 1/2 KEG","KEGS","0.00","0.00","2.00"
"2019","6","ANHEUSER BUSCH INC","51020","GOOSE ISLAND NEXT COAST IPA 1/2 KEG","KEGS","0.00","0.00","3.00"
"2019","6","ANHEUSER BUSCH INC","51019","DEVILS BACKBONE HIBISCUS HARD LEMONADE 4/6PK 12.OZ NR","BEER","9.00","6.00","45.00"
"2019","6","ANHEUSER BUSCH INC","51018","VIRTUE ROSE CIDER 4/6PK 12OZ CAN","BEER","0.00","0.00","23.00"
"2019","7","ADAMBA IMPORTS INTL","42921","BAKS ZUBROWKA BISON VODKA - 750ML","LIQUOR","4.37","0.83","0.00"
"2019","7","A I G WINE & SPIRITS","119229","TROCADERO SPARK(BRUT) - 750ML","WINE","0.00","0.00","1.00"
"2019","7","A I G WINE & SPIRITS","120200","DOM DES FONTANELLE S/BLC - 750ML","WINE","0.00","1.00","(10.75)"
"2019","7","AIKO IMPORTERS INC","313119","CHOCALATO - 750ML","WINE","0.41","0.00","0.00"
"2019","7","ALLAGASH BREWING COMPANY","60875","ALLAGASH PICK YOUR OWN 6/375ML NR","BEER","0.00","0.00","4.00"
"2019","7","ALLAGASH BREWING COMPANY","93324","ALLAGASH TRIPLE 6/4 NR - 12OZ","BEER","0.85","2.00","19.00"
"2019","7","ALLAGASH BREWING COMPANY","62904","ALLAGASH COOLSHIP RESURGAM 375ML","BEER","0.00","0.00","2.00"
"2019","7","ALLAGASH BREWING COMPANY","30804","ALLAGASH CURIEUX 12/750ML NR","BEER","0.00","0.00","4.00"
"2019","7","ALLAGASH BREWING COMPANY","2194","ALLAGASH WHITE 1/2K","KEGS","0.00","0.00","46.00"
"2019","7","ALLAGASH BREWING COMPANY","63766","ALLAGASH STRICTIVUS 1/6 KEG","KEGS","0.00","0.00","0.00"
"2019","7","ALLAGASH BREWING COMPANY","25826","ALLAGASH WHITE 1/6K","KEGS","0.00","0.00","5.00"
"2019","7","ALLAGASH BREWING COMPANY","63964","ALLAGASH TINY HOUSE 1/6 KEG","KEGS","0.00","0.00","3.00"
"2019","7","ALLAGASH BREWING COMPANY","62032","ALLAGASH SIXTEEN COUNTIES 1/6 KEG","KEGS","0.00","0.00","3.00"
"2019","7","ALLAGASH BREWING COMPANY","25092","ALLAGASH BLACK 6/4 NR - 12OZ","BEER","0.00","0.00","8.00"
"2019","7","ALLAGASH BREWING COMPANY","90751","ALLAGASH WHITE 6/4 NR - 12OZ","BEER","24.11","29.00","110.00"
"2019","7","ALLAGASH BREWING COMPANY","63998","ALLAGASH RIVER TRIP 1/2 KEG","KEGS","0.00","0.00","1.00"
"2019","7","ALLAGASH BREWING COMPANY","10271","ALLAGASH SAISON 6/4 NR 12.0Z","BEER","1.73","1.00","7.00"
"2019","7","ALLAGASH BREWING COMPANY","60877","ALLAGASH CURIEUX 6/4 NR","BEER","0.00","0.00","14.00"
"2019","7","ALLAGASH BREWING COMPANY","97039","ALLAGASH TRIPLE NR - 25.4OZ","BEER","0.00","0.00","4.00"
"2019","7","ALLAGASH BREWING COMPANY","60876","ALLAGASH PICK YOUR OWN 1/6 KEG","KEGS","0.00","0.00","1.00"
"2019","7","ALLAGASH BREWING COMPANY","60585","ALLAGASH BELFIUS 6/12.7OZ NR","BEER","0.00","0.00","5.00"
"2019","7","ALLAGASH BREWING COMPANY","63535","ALLAGASH BARREL & BEAN 6/4 NR","BEER","0.00","0.00","6.00"
"2019","7","ALLIED IMPORTERS USA LTD","73675","AMERICAN BARRELS BOURBON  NV - 750ML","LIQUOR","0.51","0.00","0.00"
"2019","7","AMERICAN BEVERAGE CORPORATION","85827","DAILYS PINA COLADA - 10.0Z","BEER","0.78","0.00","0.00"
"2019","7","AMERICAN BEVERAGE CORPORATION","85173","DAILYS BLUE HAWAIIAN - 10.0Z","BEER","0.32","0.00","0.00"
"2019","7","AMERICAN BEVERAGE CORPORATION","85183","DAILYS HURRICANE - 10.0Z","BEER","1.75","2.00","0.00"
"2019","7","AMERICAN BEVERAGE CORPORATION","82329","DAILYS MAUI WOWIE - 10.OZ","BEER","2.92","4.00","6.00"
"2019","7","AMERICAN BEVERAGE CORPORATION","166386","DAILY'S COCKTAIL FROSE -10 OZ","WINE","8.81","9.00","6.00"
"2019","7","AMERICAN BEVERAGE CORPORATION","166387","DAILY'S COCKTAIL MARGARITA - 10 OZ","BEER","10.78","11.00","5.00"
"2019","7","AMERICAN BEVERAGE CORPORATION","166412","DAILY'S COCKTAIL STRAWBERRY DAIQUIRI - 10 OZ","BEER","0.00","0.00","8.00"
"2019","7","AMERICAN BEVERAGE CORPORATION","71810","DAILYS COCKTAIL STRAW/DAIQUIRE - NA - 1L","NON-ALCOHOL","6.61","0.00","0.00"
"2019","7","AMERICAN BEVERAGE CORPORATION","71799","DAILYS COCKTAIL SWEET & SOUR - NA - 1L","NON-ALCOHOL","1.13","1.00","1.00"
"2019","7","AMERICAN BEVERAGE CORPORATION","166520","DAILY'S COCKTAIL PINA COLADA - 10 OZ","BEER","2.61","1.00","2.00"
"2019","7","AMERICAN BEVERAGE CORPORATION","83228","DAILYS ISLAND BREEZE - 10OZ","WINE","2.71","4.00","6.00"
"2019","7","AMERICAN BEVERAGE CORPORATION","80050","DAILYS PEACH ON THE BEACH POUCH - 10OZ","BEER","9.10","7.00","2.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","166661","MASTER OF MIXES COCKTAIL ESSENTIALS SIMPLE SYRUP-NA","NON-ALCOHOL","0.80","26.00","0.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","70756","FINEST CALL SWEET & SOUR - 1L","NON-ALCOHOL","24.90","25.00","8.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","70924","MASTER OF MIXES COCKTAIL ESS LIME JUICE - 375ML","NON-ALCOHOL","45.92","50.00","5.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","166662","AGALIMA SWEET & SOUR MIX - 1L","NON-ALCOHOL","0.34","25.67","0.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","70736","MASTER OF MIXES COSMO - 1L","NON-ALCOHOL","0.08","0.00","0.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","74134","MASTER OF MIXES SWEET/SOUR - 1.75L","NON-ALCOHOL","28.18","37.00","4.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","70901","FINEST CALL BLOODY MARY - 1L","NON-ALCOHOL","5.97","9.00","1.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","70665","MASTER OF MIXES COCKTAIL ESS GRENADINE - 375ML","NON-ALCOHOL","31.29","34.00","6.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","70674","MASTER OF MIXES BB MARG - 3L","NON-ALCOHOL","0.34","2.00","0.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","70701","MASTER OF MIXES MARGARITA - 1.75L","NON-ALCOHOL","45.43","49.00","5.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","70047","FINEST CALL PINA COLADA - 1L","NON-ALCOHOL","15.96","17.00","7.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","166663","AGALIMA MARGARITA MIX - 1L","NON-ALCOHOL","1.69","26.00","0.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","70709","MASTER OF MIXES BLOODY MARY - 1.75L","NON-ALCOHOL","8.81","10.00","2.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","70691","MASTER OF MIXES STR/DAQ/MAR - 1.75L","NON-ALCOHOL","12.17","13.00","2.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","87994","FINEST CALL MANGO PUREE - 1L","NON-ALCOHOL","13.15","14.00","2.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","70069","FINEST CALL MARGARITA - 1L","NON-ALCOHOL","23.38","24.00","10.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","70647","FINEST CALL STRAWBERRY PUREE - 1L","NON-ALCOHOL","13.32","19.00","4.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","329606","FINEST CALL BLOODY MARY HABANE - 1L","NON-ALCOHOL","0.00","2.00","0.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","70198","MASTER OF MIXES MARGARITA LITE - 1.75L","NON-ALCOHOL","16.90","16.00","1.00"
"2019","7","AMERICAN BEVERAGE MARKETERS","70717","MASTER OF MIXES PINA COLADA - 1.75L","NON-ALCOHOL","23.75","26.00","2.00"
"2019","7","AMERICAN FIDELITY TRADING","324671","DOM WARDY S/BLC - 750ML","WINE","0.00","0.00","1.00"
"2019","7","AMERICAN FIDELITY TRADING","350842","KSARA MERWAH WHITE - 750ML","WINE","0.00","0.00","2.00"
"2019","7","AMERICAN FIDELITY TRADING","101079","KSARA CUV DU PAPE CHARD - 750ML","WINE","0.00","0.00","1.00"
"2019","7","AMERICAN FIDELITY TRADING","45898","ARAK LE BRUN - 750ML","LIQUOR","4.05","5.00","0.00"
"2019","7","AMERICAN FIDELITY TRADING","379816","KSARA PRIURE RED - 750ML","WINE","0.00","0.00","1.00"
"2019","7","AMERICAN FIDELITY TRADING","331528","CLOS ST THOMAS P/NOIR - 750ML","WINE","0.00","0.00","1.00"
"2019","7","AMERICAN FIDELITY TRADING","388963","KSARA SUNSET ROSE - 750ML","WINE","0.90","1.00","2.00"
"2019","7","AMERICAN FIDELITY TRADING","163589","KSARA RES DU COUVENT RED - 750ML","WINE","0.00","0.00","4.00"
"2019","7","AMERICAN FIDELITY TRADING","324680","KSARA CUV DU PRINTEMPS - 750ML","WINE","0.24","0.00","0.00"
"2019","7","AMERICAN FIDELITY TRADING","390968","CLOS ST THOMAS LES GOURMETS RED - 750ML","WINE","0.00","0.00","1.00"
"2019","7","AMERICAN FIDELITY TRADING","101117","KSARA CAB - 750ML","WINE","0.08","0.00","0.00"
"2019","7","AMERICAN FIDELITY TRADING","163740","KSARA BDB - 750ML","WINE","0.00","0.00","2.00"
"2019","7","AMERICAN FIDELITY TRADING","45412","CLOS ST THOMAS LES GOURMENTS BLC - 750ML","WINE","0.00","0.00","1.00"
"2019","7","ANHEUSER BUSCH INC","94153","HURRICANE-40 OZ NR (12/CASE) - 40OZ","BEER","0.00","0.00","35.00"
"2019","7","ANHEUSER BUSCH INC","28414","BLUE POINT HOPTICAL ILLUSION 4/6NR - 12OZ","BEER","4.25","3.00","26.00"
"2019","7","ANHEUSER BUSCH INC","28425","BLUE POINT SUMMER ALE 4/6NR - 12OZ","BEER","3.75","3.00","21.00"
"2019","7","ANHEUSER BUSCH INC","28434","RITAS MANGO-O-RITA 8OZ 12PK CAN","BEER","13.16","15.00","190.00"
"2019","7","ANHEUSER BUSCH INC","28438","BLUE POINT TOASTED LAGER - 1/2K","KEGS","0.00","0.00","22.00"
"2019","7","ANHEUSER BUSCH INC","51060","RITAS CHERRY-LIMEADE-RITA 15/25OZ CAN","BEER","0.82","0.00","115.87"
"2019","7","ANHEUSER BUSCH INC","51077","RITAS SPRITZ VARIETY 2/12PK 12OZ CAN","BEER","30.08","33.00","140.00"
"2019","8","ADAMBA IMPORTS INTL","42921","BAKS ZUBROWKA BISON VODKA - 750ML","LIQUOR","2.03","8.00","0.00"
"2019","8","A I G WINE & SPIRITS","119229","TROCADERO SPARK(BRUT) - 750ML","WINE","0.00","0.00","2.00"
"2019","8","A I G WINE & SPIRITS","120200","DOM DES FONTANELLE S/BLC - 750ML","WINE","0.33","0.00","0.00"
"2019","8","AIKO IMPORTERS INC","313119","CHOCALATO - 750ML","WINE","0.65","0.00","0.00"
"2019","8","ALLAGASH BREWING COMPANY","2194","ALLAGASH WHITE 1/2K","KEGS","0.00","0.00","39.00"
"2019","8","ALLAGASH BREWING COMPANY","25826","ALLAGASH WHITE 1/6K","KEGS","0.00","0.00","4.00"
"2019","8","ALLAGASH BREWING COMPANY","10271","ALLAGASH SAISON 6/4 NR 12.0Z","BEER","1.35","0.00","21.00"
"2019","8","ALLAGASH BREWING COMPANY","64736","ALLAGASH BARREL & BEAN 1/2 KEG","KEGS","0.00","0.00","2.00"
"2019","8","ALLAGASH BREWING COMPANY","97039","ALLAGASH TRIPLE NR - 25.4OZ","BEER","0.00","0.00","6.00"
"2019","8","ALLAGASH BREWING COMPANY","64313","ALLAGASH HEARTSET 1/6 KEG","KEGS","0.00","0.00","8.00"
"2019","8","ALLAGASH BREWING COMPANY","60023","ALLAGASH TRIPEL 1/2 KEG","KEGS","0.00","0.00","1.00"
"2019","8","ALLAGASH BREWING COMPANY","64216","ALLAGASH FOUR WINDS ROAD 1/6 KEG","KEGS","0.00","0.00","2.00"
"2019","8","ALLAGASH BREWING COMPANY","90751","ALLAGASH WHITE 6/4 NR - 12OZ","BEER","19.42","17.00","110.00"
"2019","8","ALLAGASH BREWING COMPANY","30804","ALLAGASH CURIEUX 12/750ML NR","BEER","0.00","0.00","1.00"
"2019","8","ALLAGASH BREWING COMPANY","61037","ALLAGASH TWO LIGHTS 1/6 KEG","KEGS","0.00","0.00","3.00"
"2019","8","ALLAGASH BREWING COMPANY","93324","ALLAGASH TRIPLE 6/4 NR - 12OZ","BEER","2.21","1.00","13.00"
"2019","8","ALLAGASH BREWING COMPANY","60875","ALLAGASH PICK YOUR OWN 6/375ML NR","BEER","0.00","0.00","2.00"
"2019","8","ALLAGASH BREWING COMPANY","61038","ALLAGASH TWO LIGHTS 6/4 NR","BEER","0.00","0.00","18.00"
"2019","8","ALLAGASH BREWING COMPANY","60877","ALLAGASH CURIEUX 6/4 NR","BEER","0.00","0.00","3.00"
"2019","8","ALLAGASH BREWING COMPANY","25092","ALLAGASH BLACK 6/4 NR - 12OZ","BEER","0.00","0.00","4.00"
"2019","8","ALLAGASH BREWING COMPANY","63535","ALLAGASH BARREL & BEAN 6/4 NR","BEER","0.00","0.00","3.00"
"2019","8","ALLIED IMPORTERS USA LTD","73675","AMERICAN BARRELS BOURBON  NV - 750ML","LIQUOR","0.34","0.00","0.00"
"2019","8","AMERICAN BEVERAGE CORPORATION","85183","DAILYS HURRICANE - 10.0Z","BEER","0.44","0.00","0.00"
"2019","8","AMERICAN BEVERAGE CORPORATION","166386","DAILY'S COCKTAIL FROSE -10 OZ","WINE","7.48","3.00","5.00"
"2019","8","AMERICAN BEVERAGE CORPORATION","71810","DAILYS COCKTAIL STRAW/DAIQUIRE - NA - 1L","NON-ALCOHOL","4.68","1.00","0.00"
"2019","8","AMERICAN BEVERAGE CORPORATION","71799","DAILYS COCKTAIL SWEET & SOUR - NA - 1L","NON-ALCOHOL","0.65","2.00","0.00"
"2019","8","AMERICAN BEVERAGE CORPORATION","166387","DAILY'S COCKTAIL MARGARITA - 10 OZ","BEER","7.34","0.00","0.00"
"2019","8","AMERICAN BEVERAGE CORPORATION","166412","DAILY'S COCKTAIL STRAWBERRY DAIQUIRI - 10 OZ","BEER","0.00","0.00","1.00"
"2019","8","AMERICAN BEVERAGE CORPORATION","83228","DAILYS ISLAND BREEZE - 10OZ","WINE","7.51","8.00","6.00"
"2019","8","AMERICAN BEVERAGE CORPORATION","80050","DAILYS PEACH ON THE BEACH POUCH - 10OZ","BEER","2.78","0.00","0.00"
"2019","8","AMERICAN BEVERAGE CORPORATION","82329","DAILYS MAUI WOWIE - 10.OZ","BEER","2.34","2.00","3.00"
"2019","8","AMERICAN BEVERAGE CORPORATION","85827","DAILYS PINA COLADA - 10.0Z","BEER","0.66","0.00","0.00"
"2019","8","AMERICAN BEVERAGE CORPORATION","166520","DAILY'S COCKTAIL PINA COLADA - 10 OZ","BEER","0.74","0.00","0.00"
"2019","8","AMERICAN BEVERAGE MARKETERS","70736","MASTER OF MIXES COSMO - 1L","NON-ALCOHOL","0.32","0.00","0.00"
"2019","8","AMERICAN BEVERAGE MARKETERS","70709","MASTER OF MIXES BLOODY MARY - 1.75L","NON-ALCOHOL","11.48","11.00","1.00"
"2019","8","AMERICAN BEVERAGE MARKETERS","70069","FINEST CALL MARGARITA - 1L","NON-ALCOHOL","25.99","24.00","3.00"
"2019","8","AMERICAN BEVERAGE MARKETERS","70701","MASTER OF MIXES MARGARITA - 1.75L","NON-ALCOHOL","34.37","28.00","8.00"
"2019","8","AMERICAN BEVERAGE MARKETERS","70198","MASTER OF MIXES MARGARITA LITE - 1.75L","NON-ALCOHOL","13.87","10.00","0.00"
"2019","8","AMERICAN BEVERAGE MARKETERS","166663","AGALIMA MARGARITA MIX - 1L","NON-ALCOHOL","26.37","20.00","0.00"
"2019","8","AMERICAN BEVERAGE MARKETERS","70665","MASTER OF MIXES COCKTAIL ESS GRENADINE - 375ML","NON-ALCOHOL","28.82","29.00","1.00"
"2019","8","AMERICAN BEVERAGE MARKETERS","70924","MASTER OF MIXES COCKTAIL ESS LIME JUICE - 375ML","NON-ALCOHOL","45.46","34.00","0.00"
"2019","8","AMERICAN BEVERAGE MARKETERS","70647","FINEST CALL STRAWBERRY PUREE - 1L","NON-ALCOHOL","12.16","8.00","4.00"
"2019","8","AMERICAN BEVERAGE MARKETERS","70674","MASTER OF MIXES BB MARG - 3L","NON-ALCOHOL","0.17","0.00","0.00"
"2019","8","AMERICAN BEVERAGE MARKETERS","74134","MASTER OF MIXES SWEET/SOUR - 1.75L","NON-ALCOHOL","22.62","18.00","2.00"
"2019","8","AMERICAN BEVERAGE MARKETERS","329606","FINEST CALL BLOODY MARY HABANE - 1L","NON-ALCOHOL","0.24","0.00","0.00"
"2019","8","AMERICAN BEVERAGE MARKETERS","87994","FINEST CALL MANGO PUREE - 1L","NON-ALCOHOL","13.50","15.00","1.00"
